ID	token	tag
78786	reaching	O
78787	her	O
78788	he	O
78789	stopped	O
78790	on	O
78791	the	O
78792	grass	O
78793	and	O
78794	went	O
78795	through	O
78796	the	O
78797	form	O
78798	of	O
78799	feeling	O
78800	for	O
78801	something	O
78802	,	O
78803	possibly	O
78804	forgotten	O
78805	,	O
78806	in	O
78807	the	O
78808	light	O
78809	overcoat	O
78810	he	O
78811	carried	O
78812	on	O
78813	his	O
78814	arm	O
78815	;	O
78816	yet	O
78817	the	O
78818	essence	O
78819	of	O
78820	the	O
78821	act	O
78822	was	O
78823	no	O
78824	more	O
78825	than	O
78826	the	O
78827	impulse	O
78828	to	O
78829	gain	O
78830	time	O
78831	.	O

78832	Nothing	O
78833	could	O
78834	have	O
78835	been	O
78836	odder	O
78837	than	O
78838	Strether	B-PER
78839	's	O
78840	sense	O
78841	of	O
78842	himself	O
78843	as	O
78844	at	O
78845	that	O
78846	moment	O
78847	launched	O
78848	in	O
78849	something	O
78850	of	O
78851	which	O
78852	the	O
78853	sense	O
78854	would	O
78855	be	O
78856	quite	O
78857	disconnected	O
78858	from	O
78859	the	O
78860	sense	O
78861	of	O
78862	his	O
78863	past	O
78864	and	O
78865	which	O
78866	was	O
78867	literally	O
78868	beginning	O
78869	there	O
78870	and	O
78871	then	O
78872	.	O

78873	It	O
78874	had	O
78875	begun	O
78876	in	O
78877	fact	O
78878	already	O
78879	upstairs	O
78880	and	O
78881	before	O
78882	the	O
78883	dressing	O
78884	glass	O
78885	that	O
78886	struck	O
78887	him	O
78888	as	O
78889	blocking	O
78890	further	O
78891	,	O
78892	so	O
78893	strangely	O
78894	,	O
78895	the	O
78896	dimness	O
78897	of	O
78898	the	O
78899	window	O
78900	of	O
78901	his	O
78902	dull	O
78903	bedroom	O
78904	;	O
78905	begun	O
78906	with	O
78907	a	O
78908	sharper	O
78909	survey	O
78910	of	O
78911	the	O
78912	elements	O
78913	of	O
78914	Appearance	O
78915	than	O
78916	he	O
78917	had	O
78918	for	O
78919	a	O
78920	long	O
78921	time	O
78922	been	O
78923	moved	O
78924	to	O
78925	make	O
78926	.	O

78927	He	O
78928	had	O
78929	during	O
78930	those	O
78931	moments	O
78932	felt	O
78933	these	O
78934	elements	O
78935	to	O
78936	be	O
78937	not	O
78938	so	O
78939	much	O
78940	to	O
78941	his	O
78942	hand	O
78943	as	O
78944	he	O
78945	should	O
78946	have	O
78947	liked	O
78948	,	O
78949	and	O
78950	then	O
78951	had	O
78952	fallen	O
78953	back	O
78954	on	O
78955	the	O
78956	thought	O
78957	that	O
78958	they	O
78959	were	O
78960	precisely	O
78961	a	O
78962	matter	O
78963	as	O
78964	to	O
78965	which	O
78966	help	O
78967	was	O
78968	supposed	O
78969	to	O
78970	come	O
78971	from	O
78972	what	O
78973	he	O
78974	was	O
78975	about	O
78976	to	O
78977	do	O
78978	.	O

78979	He	O
78980	was	O
78981	about	O
78982	to	O
78983	go	O
78984	up	O
78985	to	O
78986	London	B-LOC
78987	,	O
78988	so	O
78989	that	O
78990	hat	O
78991	and	O
78992	necktie	O
78993	might	O
78994	wait	O
78995	.	O

78996	What	O
78997	had	O
78998	come	O
78999	as	O
79000	straight	O
79001	to	O
79002	him	O
79003	as	O
79004	a	O
79005	ball	O
79006	in	O
79007	a	O
79008	well-played	O
79009	game	O
79010	--	O
79011	and	O
79012	caught	O
79013	moreover	O
79014	not	O
79015	less	O
79016	neatly	O
79017	--	O
79018	was	O
79019	just	O
79020	the	O
79021	air	O
79022	,	O
79023	in	O
79024	the	B-PER
79025	person	I-PER
79026	of	I-PER
79027	his	I-PER
79028	friend	I-PER
79029	,	O
79030	of	O
79031	having	O
79032	seen	O
79033	and	O
79034	chosen	O
79035	,	O
79036	the	O
79037	air	O
79038	of	O
79039	achieved	O
79040	possession	O
79041	of	O
79042	those	O
79043	vague	O
79044	qualities	O
79045	and	O
79046	quantities	O
79047	that	O
79048	collectively	O
79049	figured	O
79050	to	O
79051	him	O
79052	as	O
79053	the	O
79054	advantage	O
79055	snatched	O
79056	from	O
79057	lucky	O
79058	chances	O
79059	.	O

79060	Without	O
79061	pomp	O
79062	or	O
79063	circumstance	O
79064	,	O
79065	certainly	O
79066	,	O
79067	as	O
79068	her	O
79069	original	O
79070	address	O
79071	to	O
79072	him	O
79073	,	O
79074	equally	O
79075	with	O
79076	his	O
79077	own	O
79078	response	O
79079	,	O
79080	had	O
79081	been	O
79082	,	O
79083	he	O
79084	would	O
79085	have	O
79086	sketched	O
79087	to	O
79088	himself	O
79089	his	O
79090	impression	O
79091	of	O
79092	her	O
79093	as	O
79094	:	O
79095	""""	O
79096	Well	O
79097	,	O
79098	she	O
79099	's	O
79100	more	O
79101	thoroughly	O
79102	civilized	O
79103	--	O
79104	!	O
79105	""""	O

79106	If	O
79107	""""	O
79108	More	O
79109	thoroughly	O
79110	than	O
79111	WHOM	O
79112	?	O
79113	""""	O

79114	would	O
79115	not	O
79116	have	O
79117	been	O
79118	for	O
79119	him	O
79120	a	O
79121	sequel	O
79122	to	O
79123	this	O
79124	remark	O
79125	,	O
79126	that	O
79127	was	O
79128	just	O
79129	by	O
79130	reason	O
79131	of	O
79132	his	O
79133	deep	O
79134	consciousness	O
79135	of	O
79136	the	O
79137	bearing	O
79138	of	O
79139	his	O
79140	comparison	O
79141	.	O

79142	Letter	O
79143	1	O
79144	St.	B-LOC
79145	Petersburgh	I-LOC
79146	,	O
79147	Dec.	O
79148	11th	O
79149	,	O
79150	17	O
79151	--	O
79152	TO	O
79153	Mrs.	B-PER
79154	Saville	O
79155	,	O
79156	England	B-LOC
79157	You	O
79158	will	O
79159	rejoice	O
79160	to	O
79161	hear	O
79162	that	O
79163	no	O
79164	disaster	O
79165	has	O
79166	accompanied	O
79167	the	O
79168	commencement	O
79169	of	O
79170	an	O
79171	enterprise	O
79172	which	O
79173	you	O
79174	have	O
79175	regarded	O
79176	with	O
79177	such	O
79178	evil	O
79179	forebodings	O
79180	.	O

79181	I	O
79182	arrived	O
79183	here	B-LOC
79184	yesterday	O
79185	,	O
79186	and	O
79187	my	O
79188	first	O
79189	task	O
79190	is	O
79191	to	O
79192	assure	O
79193	my	B-PER
79194	dear	I-PER
79195	sister	I-PER
79196	of	O
79197	my	O
79198	welfare	O
79199	and	O
79200	increasing	O
79201	confidence	O
79202	in	O
79203	the	O
79204	success	O
79205	of	O
79206	my	O
79207	undertaking	O
79208	.	O

79209	I	O
79210	am	O
79211	already	O
79212	far	O
79213	north	O
79214	of	O
79215	London	B-LOC
79216	,	O
79217	and	O
79218	as	O
79219	I	O
79220	walk	O
79221	in	O
79222	the	O
79223	streets	O
79224	of	O
79225	Petersburgh	B-LOC
79226	,	O
79227	I	O
79228	feel	O
79229	a	O
79230	cold	O
79231	northern	O
79232	breeze	O
79233	play	O
79234	upon	O
79235	my	O
79236	cheeks	O
79237	,	O
79238	which	O
79239	braces	O
79240	my	O
79241	nerves	O
79242	and	O
79243	fills	O
79244	me	O
79245	with	O
79246	delight	O
79247	.	O

79248	Do	O
79249	you	O
79250	understand	O
79251	this	O
79252	feeling	O
79253	?	O

79254	This	O
79255	breeze	O
79256	,	O
79257	which	O
79258	has	O
79259	travelled	O
79260	from	O
79261	the	B-LOC
79262	regions	I-LOC
79263	towards	I-LOC
79264	which	I-LOC
79265	I	I-LOC
79266	am	I-LOC
79267	advancing	I-LOC
79268	,	O
79269	gives	O
79270	me	O
79271	a	O
79272	foretaste	O
79273	of	O
79274	those	B-LOC
79275	icy	I-LOC
79276	climes	I-LOC
79277	.	O

79278	Inspirited	O
79279	by	O
79280	this	O
79281	wind	O
79282	of	O
79283	promise	O
79284	,	O
79285	my	O
79286	daydreams	O
79287	become	O
79288	more	O
79289	fervent	O
79290	and	O
79291	vivid	O
79292	.	O

79293	I	O
79294	try	O
79295	in	O
79296	vain	O
79297	to	O
79298	be	O
79299	persuaded	O
79300	that	O
79301	the	B-LOC
79302	pole	I-LOC
79303	is	O
79304	the	B-LOC
79305	seat	I-LOC
79306	of	I-LOC
79307	frost	I-LOC
79308	and	I-LOC
79309	desolation	I-LOC
79310	;	O
79311	it	O
79312	ever	O
79313	presents	O
79314	itself	O
79315	to	O
79316	my	O
79317	imagination	O
79318	as	O
79319	the	B-LOC
79320	region	I-LOC
79321	of	I-LOC
79322	beauty	I-LOC
79323	and	I-LOC
79324	delight	I-LOC
79325	.	O

79326	There	B-LOC
79327	,	O
79328	Margaret	B-PER
79329	,	O
79330	the	O
79331	sun	O
79332	is	O
79333	forever	O
79334	visible	O
79335	,	O
79336	its	O
79337	broad	O
79338	disk	O
79339	just	O
79340	skirting	O
79341	the	O
79342	horizon	O
79343	and	O
79344	diffusing	O
79345	a	O
79346	perpetual	O
79347	splendour	O
79348	.	O

79349	There	B-LOC
79350	--	O
79351	for	O
79352	with	O
79353	your	O
79354	leave	O
79355	,	O
79356	my	B-PER
79357	sister	I-PER
79358	,	O
79359	I	O
79360	will	O
79361	put	O
79362	some	O
79363	trust	O
79364	in	O
79365	preceding	B-PER
79366	navigators	I-PER
79367	--	O
79368	there	B-LOC
79369	snow	O
79370	and	O
79371	frost	O
79372	are	O
79373	banished	O
79374	;	O
79375	and	O
79376	,	O
79377	sailing	O
79378	over	O
79379	a	B-LOC
79380	calm	I-LOC
79381	sea	I-LOC
79382	,	O
79383	we	O
79384	may	O
79385	be	O
79386	wafted	O
79387	to	O
79388	a	O
79389	land	O
79390	surpassing	O
79391	in	O
79392	wonders	O
79393	and	O
79394	in	O
79395	beauty	O
79396	every	O
79397	region	O
79398	hitherto	O
79399	discovered	O
79400	on	O
79401	the	B-LOC
79402	habitable	I-LOC
79403	globe	I-LOC
79404	.	O

79405	Its	O
79406	productions	O
79407	and	O
79408	features	O
79409	may	O
79410	be	O
79411	without	O
79412	example	O
79413	,	O
79414	as	O
79415	the	O
79416	phenomena	O
79417	of	O
79418	the	O
79419	heavenly	O
79420	bodies	O
79421	undoubtedly	O
79422	are	O
79423	in	O
79424	those	B-LOC
79425	undiscovered	I-LOC
79426	solitudes	I-LOC
79427	.	O

79428	What	O
79429	may	O
79430	not	O
79431	be	O
79432	expected	O
79433	in	O
79434	a	B-LOC
79435	country	I-LOC
79436	of	I-LOC
79437	eternal	I-LOC
79438	light	I-LOC
79439	?	O

79440	I	O
79441	may	O
79442	there	B-LOC
79443	discover	O
79444	the	O
79445	wondrous	O
79446	power	O
79447	which	O
79448	attracts	O
79449	the	O
79450	needle	O
79451	and	O
79452	may	O
79453	regulate	O
79454	a	O
79455	thousand	O
79456	celestial	O
79457	observations	O
79458	that	O
79459	require	O
79460	only	O
79461	this	O
79462	voyage	O
79463	to	O
79464	render	O
79465	their	O
79466	seeming	O
79467	eccentricities	O
79468	consistent	O
79469	forever	O
79470	.	O

79471	I	O
79472	shall	O
79473	satiate	O
79474	my	O
79475	ardent	O
79476	curiosity	O
79477	with	O
79478	the	O
79479	sight	O
79480	of	O
79481	a	O
79482	part	O
79483	of	O
79484	the	B-LOC
79485	world	I-LOC
79486	never	O
79487	before	O
79488	visited	O
79489	,	O
79490	and	O
79491	may	O
79492	tread	O
79493	a	O
79494	land	O
79495	never	O
79496	before	O
79497	imprinted	O
79498	by	O
79499	the	O
79500	foot	O
79501	of	O
79502	man	B-PER
79503	.	O

79504	These	O
79505	are	O
79506	my	O
79507	enticements	O
79508	,	O
79509	and	O
79510	they	O
79511	are	O
79512	sufficient	O
79513	to	O
79514	conquer	O
79515	all	O
79516	fear	O
79517	of	O
79518	danger	O
79519	or	O
79520	death	O
79521	and	O
79522	to	O
79523	induce	O
79524	me	O
79525	to	O
79526	commence	O
79527	this	O
79528	laborious	O
79529	voyage	O
79530	with	O
79531	the	O
79532	joy	O
79533	a	B-PER
79534	child	I-PER
79535	feels	O
79536	when	O
79537	he	O
79538	embarks	O
79539	in	O
79540	a	O
79541	little	O
79542	boat	O
79543	,	O
79544	with	O
79545	his	B-PER
79546	holiday	I-PER
79547	mates	I-PER
79548	,	O
79549	on	O
79550	an	O
79551	expedition	O
79552	of	O
79553	discovery	O
79554	up	O
79555	his	B-LOC
79556	native	I-LOC
79557	river	I-LOC
79558	.	O

79559	But	O
79560	supposing	O
79561	all	O
79562	these	O
79563	conjectures	O
79564	to	O
79565	be	O
79566	false	O
79567	,	O
79568	you	O
79569	can	O
79570	not	O
79571	contest	O
79572	the	O
79573	inestimable	O
79574	benefit	O
79575	which	O
79576	I	O
79577	shall	O
79578	confer	O
79579	on	O
79580	all	O
79581	mankind	B-PER
79582	,	O
79583	to	O
79584	the	B-PER
79585	last	I-PER
79586	generation	I-PER
79587	,	O
79588	by	O
79589	discovering	O
79590	a	O
79591	passage	O
79592	near	O
79593	the	B-LOC
79594	pole	I-LOC
79595	to	O
79596	those	B-LOC
79597	countries	I-LOC
79598	,	O
79599	to	O
79600	reach	O
79601	which	O
79602	at	O
79603	present	O
79604	so	O
79605	many	O
79606	months	O
79607	are	O
79608	requisite	O
79609	;	O
79610	or	O
79611	by	O
79612	ascertaining	O
79613	the	O
79614	secret	O
79615	of	O
79616	the	O
79617	magnet	O
79618	,	O
79619	which	O
79620	,	O
79621	if	O
79622	at	O
79623	all	O
79624	possible	O
79625	,	O
79626	can	O
79627	only	O
79628	be	O
79629	effected	O
79630	by	O
79631	an	O
79632	undertaking	O
79633	such	O
79634	as	O
79635	mine	O
79636	.	O

79637	These	O
79638	reflections	O
79639	have	O
79640	dispelled	O
79641	the	O
79642	agitation	O
79643	with	O
79644	which	O
79645	I	O
79646	began	O
79647	my	O
79648	letter	O
79649	,	O
79650	and	O
79651	I	O
79652	feel	O
79653	my	O
79654	heart	O
79655	glow	O
79656	with	O
79657	an	O
79658	enthusiasm	O
79659	which	O
79660	elevates	O
79661	me	O
79662	to	O
79663	heaven	O
79664	,	O
79665	for	O
79666	nothing	O
79667	contributes	O
79668	so	O
79669	much	O
79670	to	O
79671	tranquillize	O
79672	the	O
79673	mind	O
79674	as	O
79675	a	O
79676	steady	O
79677	purpose	O
79678	--	O
79679	a	O
79680	point	O
79681	on	O
79682	which	O
79683	the	O
79684	soul	O
79685	may	O
79686	fix	O
79687	its	O
79688	intellectual	O
79689	eye	O
79690	.	O

79691	This	O
79692	expedition	O
79693	has	O
79694	been	O
79695	the	O
79696	favourite	O
79697	dream	O
79698	of	O
79699	my	O
79700	early	O
79701	years	O
79702	.	O

79703	I	O
79704	have	O
79705	read	O
79706	with	O
79707	ardour	O
79708	the	O
79709	accounts	O
79710	of	O
79711	the	O
79712	various	O
79713	voyages	O
79714	which	O
79715	have	O
79716	been	O
79717	made	O
79718	in	O
79719	the	O
79720	prospect	O
79721	of	O
79722	arriving	O
79723	at	O
79724	the	B-LOC
79725	North	I-LOC
79726	Pacific	I-LOC
79727	Ocean	I-LOC
79728	through	O
79729	the	O
79730	seas	O
79731	which	O
79732	surround	O
79733	the	B-LOC
79734	pole	I-LOC
79735	.	O

79736	You	O
79737	may	O
79738	remember	O
79739	that	O
79740	a	O
79741	history	O
79742	of	O
79743	all	O
79744	the	O
79745	voyages	O
79746	made	O
79747	for	O
79748	purposes	O
79749	of	O
79750	discovery	O
79751	composed	O
79752	the	O
79753	whole	O
79754	of	O
79755	our	B-PER
79756	good	I-PER
79757	Uncle	I-PER
79758	Thomas	I-PER
79759	'	O
79760	library	O
79761	.	O

79762	My	O
79763	education	O
79764	was	O
79765	neglected	O
79766	,	O
79767	yet	O
79768	I	O
79769	was	O
79770	passionately	O
79771	fond	O
79772	of	O
79773	reading	O
79774	.	O

79775	These	O
79776	volumes	O
79777	were	O
79778	my	O
79779	study	O
79780	day	O
79781	and	O
79782	night	O
79783	,	O
79784	and	O
79785	my	O
79786	familiarity	O
79787	with	O
79788	them	O
79789	increased	O
79790	that	O
79791	regret	O
79792	which	O
79793	I	O
79794	had	O
79795	felt	O
79796	,	O
79797	as	O
79798	a	B-PER
79799	child	I-PER
79800	,	O
79801	on	O
79802	learning	O
79803	that	O
79804	my	B-PER
79805	father	I-PER
79806	's	O
79807	dying	O
79808	injunction	O
79809	had	O
79810	forbidden	O
79811	my	B-PER
79812	uncle	I-PER
79813	to	O
79814	allow	O
79815	me	O
79816	to	O
79817	embark	O
79818	in	O
79819	a	O
79820	seafaring	O
79821	life	O
79822	.	O

79823	These	O
79824	visions	O
79825	faded	O
79826	when	O
79827	I	O
79828	perused	O
79829	,	O
79830	for	O
79831	the	O
79832	first	O
79833	time	O
79834	,	O
79835	those	O
79836	poets	O
79837	whose	O
79838	effusions	O
79839	entranced	O
79840	my	B-PER
79841	soul	I-PER
79842	and	O
79843	lifted	O
79844	it	O
79845	to	O
79846	heaven	O
79847	.	O

79848	I	O
79849	also	O
79850	became	O
79851	a	B-PER
79852	poet	I-PER
79853	and	O
79854	for	O
79855	one	O
79856	year	O
79857	lived	O
79858	in	O
79859	a	O
79860	paradise	O
79861	of	O
79862	my	O
79863	own	O
79864	creation	O
79865	;	O
79866	I	O
79867	imagined	O
79868	that	O
79869	I	O
79870	also	O
79871	might	O
79872	obtain	O
79873	a	O
79874	niche	O
79875	in	O
79876	the	O
79877	temple	O
79878	where	O
79879	the	O
79880	names	O
79881	of	O
79882	Homer	B-PER
79883	and	O
79884	Shakespeare	B-PER
79885	are	O
79886	consecrated	O
79887	.	O

79888	You	O
79889	are	O
79890	well	O
79891	acquainted	O
79892	with	O
79893	my	O
79894	failure	O
79895	and	O
79896	how	O
79897	heavily	O
79898	I	O
79899	bore	O
79900	the	O
79901	disappointment	O
79902	.	O

79903	But	O
79904	just	O
79905	at	O
79906	that	O
79907	time	O
79908	I	O
79909	inherited	O
79910	the	O
79911	fortune	O
79912	of	O
79913	my	B-PER
79914	cousin	I-PER
79915	,	O
79916	and	O
79917	my	O
79918	thoughts	O
79919	were	O
79920	turned	O
79921	into	O
79922	the	O
79923	channel	O
79924	of	O
79925	their	O
79926	earlier	O
79927	bent	O
79928	.	O

79929	Six	O
79930	years	O
79931	have	O
79932	passed	O
79933	since	O
79934	I	O
79935	resolved	O
79936	on	O
79937	my	O
79938	present	O
79939	undertaking	O
79940	.	O

79941	I	O
79942	can	O
79943	,	O
79944	even	O
79945	now	O
79946	,	O
79947	remember	O
79948	the	O
79949	hour	O
79950	from	O
79951	which	O
79952	I	O
79953	dedicated	O
79954	myself	O
79955	to	O
79956	this	O
79957	great	O
79958	enterprise	O
79959	.	O

79960	I	O
79961	commenced	O
79962	by	O
79963	inuring	O
79964	my	B-PER
79965	body	I-PER
79966	to	O
79967	hardship	O
79968	.	O

79969	I	O
79970	accompanied	O
79971	the	B-PER
79972	whale-fishers	I-PER
79973	on	O
79974	several	O
79975	expeditions	O
79976	to	O
79977	the	B-LOC
79978	North	I-LOC
79979	Sea	I-LOC
79980	;	O
79981	I	O
79982	voluntarily	O
79983	endured	O
79984	cold	O
79985	,	O
79986	famine	O
79987	,	O
79988	thirst	O
79989	,	O
79990	and	O
79991	want	O
79992	of	O
79993	sleep	O
79994	;	O
79995	I	O
79996	often	O
79997	worked	O
79998	harder	O
79999	than	O
80000	the	B-PER
80001	common	I-PER
80002	sailors	I-PER
80003	during	O
80004	the	O
80005	day	O
80006	and	O
80007	devoted	O
80008	my	O
80009	nights	O
80010	to	O
80011	the	O
80012	study	O
80013	of	O
80014	mathematics	O
80015	,	O
80016	the	O
80017	theory	O
80018	of	O
80019	medicine	O
80020	,	O
80021	and	O
80022	those	O
80023	branches	O
80024	of	O
80025	physical	O
80026	science	O
80027	from	O
80028	which	O
80029	a	B-PER
80030	naval	I-PER
80031	adventurer	I-PER
80032	might	O
80033	derive	O
80034	the	O
80035	greatest	O
80036	practical	O
80037	advantage	O
80038	.	O

80039	Twice	O
80040	I	O
80041	actually	O
80042	hired	O
80043	myself	O
80044	as	O
80045	an	O
80046	under-mate	O
80047	in	O
80048	a	O
80049	Greenland	O
80050	whaler	O
80051	,	O
80052	and	O
80053	acquitted	O
80054	myself	O
80055	to	O
80056	admiration	O
80057	.	O

80058	I	O
80059	must	O
80060	own	O
80061	I	O
80062	felt	O
80063	a	O
80064	little	O
80065	proud	O
80066	when	O
80067	my	B-PER
80068	captain	I-PER
80069	offered	O
80070	me	O
80071	the	O
80072	second	O
80073	dignity	O
80074	in	O
80075	the	O
80076	vessel	O
80077	and	O
80078	entreated	O
80079	me	O
80080	to	O
80081	remain	O
80082	with	O
80083	the	O
80084	greatest	O
80085	earnestness	O
80086	,	O
80087	so	O
80088	valuable	O
80089	did	O
80090	he	O
80091	consider	O
80092	my	O
80093	services	O
80094	.	O

80095	And	O
80096	now	O
80097	,	O
80098	dear	O
80099	Margaret	B-PER
80100	,	O
80101	do	O
80102	I	O
80103	not	O
80104	deserve	O
80105	to	O
80106	accomplish	O
80107	some	O
80108	great	O
80109	purpose	O
80110	?	O

80111	My	O
80112	life	O
80113	might	O
80114	have	O
80115	been	O
80116	passed	O
80117	in	O
80118	ease	O
80119	and	O
80120	luxury	O
80121	,	O
80122	but	O
80123	I	O
80124	preferred	O
80125	glory	O
80126	to	O
80127	every	O
80128	enticement	O
80129	that	O
80130	wealth	O
80131	placed	O
80132	in	O
80133	my	O
80134	path	O
80135	.	O

80136	Oh	O
80137	,	O
80138	that	O
80139	some	O
80140	encouraging	O
80141	voice	O
80142	would	O
80143	answer	O
80144	in	O
80145	the	O
80146	affirmative	O
80147	!	O

80148	My	O
80149	courage	O
80150	and	O
80151	my	O
80152	resolution	O
80153	is	O
80154	firm	O
80155	;	O
80156	but	O
80157	my	O
80158	hopes	O
80159	fluctuate	O
80160	,	O
80161	and	O
80162	my	O
80163	spirits	O
80164	are	O
80165	often	O
80166	depressed	O
80167	.	O

80168	I	O
80169	am	O
80170	about	O
80171	to	O
80172	proceed	O
80173	on	O
80174	a	O
80175	long	O
80176	and	O
80177	difficult	O
80178	voyage	O
80179	,	O
80180	the	O
80181	emergencies	O
80182	of	O
80183	which	O
80184	will	O
80185	demand	O
80186	all	O
80187	my	O
80188	fortitude	O
80189	:	O
80190	I	O
80191	am	O
80192	required	O
80193	not	O
80194	only	O
80195	to	O
80196	raise	O
80197	the	O
80198	spirits	O
80199	of	O
80200	others	O
80201	,	O
80202	but	O
80203	sometimes	O
80204	to	O
80205	sustain	O
80206	my	O
80207	own	O
80208	,	O
80209	when	O
80210	theirs	O
80211	are	O
80212	failing	O
80213	.	O

80214	This	O
80215	is	O
80216	the	O
80217	most	O
80218	favourable	O
80219	period	O
80220	for	O
80221	travelling	O
80222	in	O
80223	Russia	B-LOC
80224	.	O

80225	They	O
80226	fly	O
80227	quickly	O
80228	over	O
80229	the	O
80230	snow	O
80231	in	O
80232	their	O
80233	sledges	O
80234	;	O
80235	the	O
80236	motion	O
80237	is	O
80238	pleasant	O
80239	,	O
80240	and	O
80241	,	O
80242	in	O
80243	my	O
80244	opinion	O
80245	,	O
80246	far	O
80247	more	O
80248	agreeable	O
80249	than	O
80250	that	O
80251	of	O
80252	an	O
80253	English	O
80254	stagecoach	O
80255	.	O

80256	The	O
80257	cold	O
80258	is	O
80259	not	O
80260	excessive	O
80261	,	O
80262	if	O
80263	you	O
80264	are	O
80265	wrapped	O
80266	in	O
80267	furs	O
80268	--	O
80269	a	O
80270	dress	O
80271	which	O
80272	I	O
80273	have	O
80274	already	O
80275	adopted	O
80276	,	O
80277	for	O
80278	there	O
80279	is	O
80280	a	O
80281	great	O
80282	difference	O
80283	between	O
80284	walking	O
80285	the	O
80286	deck	O
80287	and	O
80288	remaining	O
80289	seated	O
80290	motionless	O
80291	for	O
80292	hours	O
80293	,	O
80294	when	O
80295	no	O
80296	exercise	O
80297	prevents	O
80298	the	O
80299	blood	O
80300	from	O
80301	actually	O
80302	freezing	O
80303	in	O
80304	your	O
80305	veins	O
80306	.	O

80307	I	O
80308	have	O
80309	no	O
80310	ambition	O
80311	to	O
80312	lose	O
80313	my	O
80314	life	O
80315	on	O
80316	the	O
80317	post-road	O
80318	between	O
80319	St.	B-LOC
80320	Petersburgh	I-LOC
80321	and	O
80322	Archangel	B-LOC
80323	.	O

80324	I	O
80325	shall	O
80326	depart	O
80327	for	O
80328	the	B-LOC
80329	latter	I-LOC
80330	town	I-LOC
80331	in	O
80332	a	O
80333	fortnight	O
80334	or	O
80335	three	O
80336	weeks	O
80337	;	O
80338	and	O
80339	my	O
80340	intention	O
80341	is	O
80342	to	O
80343	hire	O
80344	a	O
80345	ship	O
80346	there	B-LOC
80347	,	O
80348	which	O
80349	can	O
80350	easily	O
80351	be	O
80352	done	O
80353	by	O
80354	paying	O
80355	the	O
80356	insurance	O
80357	for	O
80358	the	B-PER
80359	owner	I-PER
80360	,	O
80361	and	O
80362	to	O
80363	engage	O
80364	as	O
80365	many	O
80366	sailors	B-PER
80367	as	O
80368	I	O
80369	think	O
80370	necessary	O
80371	among	O
80372	those	B-PER
80373	who	I-PER
80374	are	I-PER
80375	accustomed	I-PER
80376	to	I-PER
80377	the	I-PER
80378	whale-fishing	I-PER
80379	.	O

80380	I	O
80381	do	O
80382	not	O
80383	intend	O
80384	to	O
80385	sail	O
80386	until	O
80387	the	O
80388	month	O
80389	of	O
80390	June	O
80391	;	O
80392	and	O
80393	when	O
80394	shall	O
80395	I	O
80396	return	O
80397	?	O

80398	Ah	O
80399	,	O
80400	dear	O
80401	sister	B-PER
80402	,	O
80403	how	O
80404	can	O
80405	I	O
80406	answer	O
80407	this	O
80408	question	O
80409	?	O

80410	If	O
80411	I	O
80412	succeed	O
80413	,	O
80414	many	O
80415	,	O
80416	many	O
80417	months	O
80418	,	O
80419	perhaps	O
80420	years	O
80421	,	O
80422	will	O
80423	pass	O
80424	before	O
80425	you	O
80426	and	O
80427	I	O
80428	may	O
80429	meet	O
80430	.	O

80431	If	O
80432	I	O
80433	fail	O
80434	,	O
80435	you	O
80436	will	O
80437	see	O
80438	me	O
80439	again	O
80440	soon	O
80441	,	O
80442	or	O
80443	never	O
80444	.	O

80445	Farewell	O
80446	,	O
80447	my	B-PER
80448	dear	I-PER
80449	,	O
80450	excellent	B-PER
80451	Margaret	I-PER
80452	.	O

80453	Heaven	O
80454	shower	O
80455	down	O
80456	blessings	O
80457	on	O
80458	you	O
80459	,	O
80460	and	O
80461	save	O
80462	me	O
80463	,	O
80464	that	O
80465	I	O
80466	may	O
80467	again	O
80468	and	O
80469	again	O
80470	testify	O
80471	my	O
80472	gratitude	O
80473	for	O
80474	all	O
80475	your	O
80476	love	O
80477	and	O
80478	kindness	O
80479	.	O

80480	Your	B-PER
80481	affectionate	I-PER
80482	brother	I-PER
80483	,	O
80484	R.	B-PER
80485	Walton	I-PER
80486	Letter	O
80487	2	O
80488	Archangel	B-LOC
80489	,	O
80490	28th	O
80491	March	O
80492	,	O
80493	17	O
80494	--	O
80495	To	O
80496	Mrs.	B-PER
80497	Saville	O
80498	,	O
80499	England	B-LOC
80500	How	O
80501	slowly	O
80502	the	O
80503	time	O
80504	passes	O
80505	here	B-LOC
80506	,	O
80507	encompassed	O
80508	as	O
80509	I	O
80510	am	O
80511	by	O
80512	frost	O
80513	and	O
80514	snow	O
80515	!	O

80516	Yet	O
80517	a	O
80518	second	O
80519	step	O
80520	is	O
80521	taken	O
80522	towards	O
80523	my	O
80524	enterprise	O
80525	.	O

80526	I	O
80527	have	O
80528	hired	O
80529	a	O
80530	vessel	O
80531	and	O
80532	am	O
80533	occupied	O
80534	in	O
80535	collecting	O
80536	my	B-PER
80537	sailors	I-PER
80538	;	O
80539	those	O
80540	whom	O
80541	I	O
80542	have	O
80543	already	O
80544	engaged	O
80545	appear	O
80546	to	O
80547	be	O
80548	men	B-PER
80549	on	I-PER
80550	whom	I-PER
80551	I	I-PER
80552	can	I-PER
